source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Dean Martens,person,is director of,Canada Action Coalition Ltd.,organization,,,2018,"Dean Martens was listed as a director of Canada Action Coalition Ltd. as of 2018, according to Government of Canada filings.",https://www.desmog.com/canada-action/
Matt Gelinas,person,is director of,Canada Action,organization,,,2015,Matt Gelinas was listed as a board member of Canada Action on its society registration as of 2015.,https://www.desmog.com/canada-action/
Susan Gelinas,person,is director of,Canada Action,organization,,,2015,Susan Gelinas was listed as a board member of Canada Action on its society registration as of 2015.,https://www.desmog.com/canada-action/
Susan Gelinas,person,is president of,Patchwork Consultants,organization,,,,Susan Gelinas is the president of Patchwork Consultants.,https://www.desmog.com/canada-action/
Patchwork Consultants,organization,is associated with,Canada Action,organization,,,,Patchwork Consultants shares an address with Canada Action.,https://www.desmog.com/canada-action/
Patchwork Consultants,organization,is associated with,Oil and gas data consultation service owned and operated by Dave Gelinas,organization,,,,Patchwork Consultants shares an address with an oil and gas data consultation service owned and operated by Dave Gelinas.,https://www.desmog.com/canada-action/
Oilsands Action,organization,is associated with,Canada Action,organization,,,,Oilsands Action works closely with Canada Action.,https://www.desmog.com/canada-action/
Oil Sands 101,organization,is associated with,Canada Action,organization,,,,"Oil Sands 101, a meetup organized by Battershill, lists the same phone number as Canada Action.",https://www.desmog.com/canada-action/
Vivian Krause,person,was funded by,Cody Battershill,person,,,2019,Costs related to Vivian Krause's speaking events in June 2019 were covered by Cody Battershill.,https://www.desmog.com/canada-action/
Vivian Krause,person,was funded by,Canada Action,organization,,,2019,Costs related to Vivian Krause's speaking events in June 2019 were covered by Canada Action.,https://www.desmog.com/canada-action/
The North Matters,organization,was funded by,Canada Action,organization,,,2019,"Canada Action, through Cody Battershill, provided funds to 'The North Matters' to cover Vivian Krause's speaking events.",https://www.desmog.com/canada-action/
Vivian Krause,person,contributed to,The North Matters,organization,,,2019,Vivian Krause's speaking events for 'The North Matters' were funded by Cody Battershill and Canada Action.,https://www.desmog.com/canada-action/
Brian Sussman,person,is a member of,American Meteorology Society,organization,,,,"Awarded the American Meteorology Society's Seal of Approval, a discontinued credential.",https://www.desmog.com/brian-sussman/
Brian Sussman,person,is a member of,University of Missouri,organization,,,,Attended post-graduate studies in meteorology. It is unclear if he completed the degree.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,is employed by,CBS Morning Show,organization,,2000,1990,Served as a fill-in TV weatherman in the 1990s.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,is employed by,KSFO 560,organization,2001,,,Began as a guest in 2001 and now hosts KSFO's Morning Show. He is also a radio talk show host for KSFO 560.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Brian Sussman: Right Thinking from the Left Coast,organization,,,,Known for programs including 'Right Thinking from the Left Coast'.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,TheClimateGatebook.com,organization,2010,,,Maintained a website promoting his book 'Climategate'.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Eco-Tyranny.com,organization,2012,,,Maintained a website promoting his book 'Eco-Tyranny'.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Fox News,organization,,,2010,Spoke on a Fox News program.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Climate Hustle 2: Rise of the Climate Monarchy,organization,,,2020,Appeared in Marc Morano's film.,https://www.desmog.com/brian-sussman/
Committee for a Constructive Tomorrow,organization,sponsored,Climate Hustle 2: Rise of the Climate Monarchy,organization,,,2020,Produced the film 'Climate Hustle 2: Rise of the Climate Monarchy'.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Heartland Institute,organization,,,2012,Was a speaker at the Heartland Institute's 7th International Conference on Climate Change.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Eco-Tyranny: How the Left's Green Agenda will Dismantle America,organization,,,2012,Authored and published the book 'Eco-Tyranny: How the Left's Green Agenda will Dismantle America'.,https://www.desmog.com/brian-sussman/
"WND Books, Incorporated",organization,sponsored,Eco-Tyranny: How the Left's Green Agenda will Dismantle America,organization,,,2012,Published the book 'Eco-Tyranny: How the Left's Green Agenda will Dismantle America' for Brian Sussman.,https://www.desmog.com/brian-sussman/
"WND Books, Incorporated",organization,is derived from,WorldNetDaily (WND),organization,2008,,,"WND Books is the book publishing division of WorldNetDaily (WND). WND acquired Word Ahead Media in 2008, which became WND Books.",https://www.desmog.com/brian-sussman/
Joseph Farah,person,contributed to,WorldNetDaily (WND),organization,,,1997,Founded the news website WorldNetDaily (WND).,https://www.desmog.com/brian-sussman/
Word Ahead Publishing,organization,is derived from,WorldNetDaily (WND),organization,,,2008,Acquired by WorldNetDaily (WND) in 2008 and became WND Books.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Climategate: A Veteran Meteorologist Exposes The Global Warming Scam,organization,,,2010,Authored and released the book 'Climategate: A Veteran Meteorologist Exposes The Global Warming Scam'.,https://www.desmog.com/brian-sussman/
Brian Sussman,person,contributed to,Science and Environmental Policy Project (SEPP),organization,,,1992,"Signed the 'Statement by Atmospheric Scientists on Greenhouse Warming', published by SEPP.",https://www.desmog.com/brian-sussman/
Brian Sussman,person,is employed by,KPIX,organization,,2000,,Formerly employed as a meteorologist at KPIX.,https://www.desmog.com/brian-sussman/
Ruth Lea,person,is director of,Centre for Policy Studies,organisation,2004,2007,,Ruth Lea was director of Centre for Policy Studies between 2004 and 2007.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,contributed to,Global Vision,organisation,2007,,,Lea co-founded Eurosceptic and free-market campaign group Global Vision in 2007.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is director of,Global Vision,organisation,2007,2010,,From 2007 to 2010 she was the director of Global Vision.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is a member of,Taxpayers' Alliance,organisation,,,,Lea is on the advisory council for Taxpayers' Alliance.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is a member of,Institute of Economic Affairs (IEA),organisation,,,,Lea is a fellow of the Institute of Economic Affairs (IEA).,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is director of,Global Warming Policy Foundation (GWPF),organisation,2019,2021,,"Lea was a trustee and director of the climate science denial campaign group, the Global Warming Policy Foundation (GWPF), from January 2019 to 2021.",https://www.desmog.com/ruth-lea/
Ruth Lea,person,is employed by,Craig Mackinlay,person,2016,,,"Lea has been working as a parliamentary aide to Craig Mackinlay, the Conservative MP for South Thanet and leader of the Net Zero Scrutiny Group (NZSG), since at least 2017. Mackinlay confirmed that she had secured a parliamentary pass through association with his office since 2016 and has assisted him primarily across Brexit, Treasury and economic issues.",https://www.desmog.com/ruth-lea/
Ruth Lea,person,is a member of,Civitas,organisation,,,,Lea has been listed as the director of the Manufacturing Renewal Project for Civitas.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is a member of,The Politics and Economics Research Trust,organisation,,,,Lea was formerly listed as a trustee for The Politics and Economics Research Trust.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is a member of,Business for Britain,organisation,,,,Lea is a business supporter of Business for Britain.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is director of,Arbuthnot Banking Group,organisation,,,,Lea is a non-executive director and economic adviser for Arbuthnot Banking Group.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is employed by,Institute of Directors (IoD),organisation,1995,2003,,Lea was the Head of the policy unit at the Institute of Directors (IoD) from 1995 to 2003.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is employed by,Mitsubishi Bank,organisation,,,,Lea was a former chief economist for Mitsubishi Bank.,https://www.desmog.com/ruth-lea/
Ruth Lea,person,is employed by,Lehman Brothers,organisation,,,,Lea was a former chief economist for Lehman Brothers.,https://www.desmog.com/ruth-lea/
Global Vision,organisation,is associated with,Centre for Policy Studies,organisation,2007,,,"Global Vision, co-founded by Ruth Lea in 2007, shares an address with the Centre for Policy Studies.",https://www.desmog.com/ruth-lea/
Global Vision,organisation,is associated with,Taxpayers' Alliance,organisation,2007,,,"Global Vision, co-founded by Ruth Lea in 2007, operates out of 55 Tufton Street, the same address as the Taxpayers' Alliance.",https://www.desmog.com/ruth-lea/
Global Vision,organisation,is associated with,Global Warming Policy Foundation (GWPF),organisation,2007,,,"Global Vision, co-founded by Ruth Lea in 2007, operates out of 55 Tufton Street, the same address as the Global Warming Policy Foundation (GWPF).",https://www.desmog.com/ruth-lea/
Global Vision,organisation,is associated with,Institute of Economic Affairs (IEA),organisation,,,,"Global Vision is connected to the Institute of Economic Affairs (IEA) through shared address and personnel, with the IEA being located next door at 57 Tufton Street. Neil Record, an economic advisor for Global Vision, is also the Chair of the Institute of Economic Affairs (IEA).",https://www.desmog.com/ruth-lea/
Global Warming Policy Foundation (GWPF),organisation,was funded by,Neil Record,person,,,,Neil Record is a donor to climate science denial organisation the Global Warming Policy Foundation (GWPF).,https://www.desmog.com/ruth-lea/
Institute of Economic Affairs (IEA),organisation,is president of,Neil Record,person,,,,Neil Record is the Chair of the Institute of Economic Affairs (IEA).,https://www.desmog.com/ruth-lea/
Australian APEC Study Centre,organisation,is a member of,RMIT University,organisation,2009,,,"The Australian APEC Study Centre, along with the Melbourne APEC Finance Centre, was transferred to RMIT University's College of business in April 2009.",https://www.desmog.com/australian-apec-study-centre/
Australian APEC Study Centre,organisation,is derived from,APEC Leaders Summit,organisation,1993,,,"The center was established at the APEC Leaders Summit in 1993, where leaders agreed to set up APEC Study Centres 'in the higher education sector to promote APEC's goals and objectives'.",https://www.desmog.com/australian-apec-study-centre/
Australian APEC Study Centre,organisation,is a member of,Monash University,organisation,1997,2009,,"From 1997 to 2009, the Centre was administered by Monash University.",https://www.desmog.com/australian-apec-study-centre/
Melbourne APEC Finance Centre,organisation,was funded by,State Government of Victoria,organisation,2007,,,"In 2007, the State Government of Victoria funded the Melbourne APEC Finance Centre.",https://www.desmog.com/australian-apec-study-centre/
Melbourne APEC Finance Centre,organisation,is a member of,Australian APEC Study Centre,organisation,2007,,,The Melbourne APEC Finance Centre functioned as a part of the Australian APEC Study Centre.,https://www.desmog.com/australian-apec-study-centre/
