source,source_type,relation,target,target_type,since,until,when,description,evidence_link
3M,Organization,is a member of,US Chamber of Commerce,Organization,,,,3M is a direct member of the US Chamber of Commerce.,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,National Association of Manufacturers (NAM),Organization,,,,3M is a direct member of the National Association of Manufacturers (NAM).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Business Roundtable,Organization,,,,3M has a relationship with Business Roundtable (Relationship Score: 53%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Canadian Chamber of Commerce,Organization,,,,3M has a relationship with the Canadian Chamber of Commerce (Relationship Score: 41%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Canadian Manufacturers & Exporters,Organization,,,,3M has a relationship with Canadian Manufacturers & Exporters (Relationship Score: 49%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Asociación Nacional de Empresarios de Colombia (ANDI),Organization,,,,3M has a relationship with Asociación Nacional de Empresarios de Colombia (ANDI) (Relationship Score: 52%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Japan Climate Leaders Partnership (JCLP),Organization,,,,3M has a relationship with Japan Climate Leaders Partnership (JCLP) (Relationship Score: 89%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,"Cámara Colombiana de Bienes y Servicios de Petróleo, Gas y Energía (Campetrol)",Organization,,,,"3M has a relationship with Cámara Colombiana de Bienes y Servicios de Petróleo, Gas y Energía (Campetrol) (Relationship Score: 31%).",https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,European Chemical Industry Council (Cefic),Organization,,,,3M has a relationship with European Chemical Industry Council (Cefic) (Relationship Score: 55%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,American Chemistry Council (ACC),Organization,,,,3M has a relationship with American Chemistry Council (ACC) (Relationship Score: 51%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,European Union Chamber of Commerce in China,Organization,,,,3M has a relationship with European Union Chamber of Commerce in China (Relationship Score: 63%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Japan Chemical Industry Association (JCIA),Organization,,,,3M has a relationship with Japan Chemical Industry Association (JCIA) (Relationship Score: 50%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Confederation of British Industry (CBI),Organization,,,,3M has a relationship with Confederation of British Industry (CBI) (Relationship Score: 72%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Hydrogen Council,Organization,,,,3M has a relationship with Hydrogen Council (Relationship Score: 64%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
3M,Organization,is a member of,Society of Motor Manufacturers and Traders (SMMT),Organization,,,,3M has a relationship with Society of Motor Manufacturers and Traders (SMMT) (Relationship Score: 64%).,https://lobbymap.org/company/3M-f13dc7e1fa147cdac051b14f3ebbbc24/projectlink/3M-in-Climate-Change-9c1bc4b2b02439fe35ee5a83b6f67e6a
Gustavo Werneck,Person,is employed by,Gerdau,Organization,,,2024,CEO Gustavo Werneck advocated for new infrastructure to transport gas from offshore platforms.,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,Brazilian Tree Industry Association (IBÁ),Organization,,,2025,Gerdau is a member of the Brazilian Tree Industry Association (IBÁ).,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,Confederation of National Industry (CNI),Organization,,,2025,Gerdau is a member of the Confederation of National Industry (CNI).,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,Brazilian Steel Institute,Organization,,,2025,Gerdau is a member of the Brazilian Steel Institute.,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,World Steel Association,Organization,,,2025,Gerdau is a member of the World Steel Association.,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,Brazilian Association of Energy Traders (ABRACEEL),Organization,,,2025,Gerdau is a member of the Brazilian Association of Energy Traders (ABRACEEL).,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,Brazilian Institute of Mining (IBRAM),Organization,,,2025,Gerdau is a member of the Brazilian Institute of Mining (IBRAM).,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Gerdau,Organization,is a member of,Brazilian Association of Wind Energy and New Technologies (ABEEólica),Organization,,,2025,Gerdau is a member of the Brazilian Association of Wind Energy and New Technologies (ABEEólica).,https://lobbymap.org/company/Gerdau-4f229e2fb4ab786884b01e91f9c5f87e/projectlink/Gerdau-in-Climate-Change-93549faa1059fc812f93406cf99e76d7
Ingrid Thijssen,Person,is president of,Dutch Employers' Federation (VNO-NCW),Organisation,,,2023,Ingrid Thijssen was President of VNO-NCW when she signed the November 2023 Brussels Declaration.,https://influencemap.org/influencer/VNO-NSW-4ea76f0bea9dbbbf5477ee5d502cfa00
Dutch Employers' Federation (VNO-NCW),Organisation,has partner,Dutch airline industry,Organisation,,,2024,VNO-NCW acted together with the Dutch airline industry to issue a joint statement in January 2024.,https://influencemap.org/influencer/VNO-NSW-4ea76f0bea9dbbbf5477ee5d502cfa00
Dutch Employers' Federation (VNO-NCW),Organisation,is associated with,Dutch airline industry,Organisation,,,2024,VNO-NCW jointly supported initiatives by issuing a joint statement with the Dutch airline industry in January 2024.,https://influencemap.org/influencer/VNO-NSW-4ea76f0bea9dbbbf5477ee5d502cfa00
Dutch Employers' Federation (VNO-NCW),Organisation,same as,Dutch Employers' Federation (VNO-NCW),Organisation,,,,The Dutch Employers' Federation (VNO-NCW) is the same entity as described on its Wikipedia page.,https://influencemap.org/influencer/VNO-NSW-4ea76f0bea9dbbbf5477ee5d502cfa00
Brian Sullivan,person,is employed by,International Petroleum Industry Environmental Conservation Association (Ipieca),organization,,,2024,Brian Sullivan is identified as the CEO of International Petroleum Industry Environmental Conservation Association (Ipieca).,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
Brian Sullivan,person,is director of,International Petroleum Industry Environmental Conservation Association (Ipieca),organization,,,2024,"Brian Sullivan is the CEO of International Petroleum Industry Environmental Conservation Association (Ipieca), implying a directorship role.",https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
InfluenceMap,organization,has partner,Climate Action 100+,organization,2015,,,InfluenceMap is a data provider to the Climate Action 100+ investor process.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
InfluenceMap,organization,has partner,We Mean Business Coalition,organization,,,2026,InfluenceMap and We Mean Business Coalition jointly held an annual corporate climate advocacy forum.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
LobbyMap,organization,is derived from,InfluenceMap,organization,,,,LobbyMap is a platform/database maintained as part of InfluenceMap's programs.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
LobbyMap,organization,active since,2015,gYear,2015,,,"LobbyMap, as part of InfluenceMap's operations, has been active in informing investors and other sectors since 2015.",https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
LobbyMap,organization,contributed to,Climate Action 100+,organization,2015,,,LobbyMap (via InfluenceMap) is a data provider to the Climate Action 100+ investor process.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
Climate Action 100+,organization,has partner,InfluenceMap,organization,2015,,,Climate Action 100+ has InfluenceMap as a data provider for its investor process.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
Business Roundtable,organization,associated with,US Chamber,organization,,,2024,Business Roundtable and the US Chamber aligned in supporting legal action against the SEC Climate Disclosure Rule.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
Business Roundtable,organization,has partner,US Chamber,organization,,,2024,Business Roundtable and the US Chamber aligned in supporting legal action against the SEC Climate Disclosure Rule.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
Business Roundtable,organization,contributed to,SEC,organization,,,2024,Business Roundtable supported legal action against the SEC Climate Disclosure Rule.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
US Chamber,organization,contributed to,SEC,organization,,,2024,US Chamber supported legal action against the SEC Climate Disclosure Rule.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
Methane Platform,organization,is derived from,InfluenceMap,organization,,,,The Methane Platform is used by InfluenceMap to capture corporate policy engagement on methane.,https://influencemap.org/influencer/Ipieca-181fa48bfbe2212e8bd69e2c044f3177/projectlink/Ipieca-in-Climate-Change-b7561e1acd0785e6a9768df431cb1fce
California State Teachers Retirement System (CalSTRS),Organization,contributed to,The Investor Agenda,Organization,,,2021,"Signed on to The Investor Agenda statements, calling on governments to ensure that their climate targets and actions are aligned with the Paris Agreement.",https://lobbymap.org/company/California-State-Teachers-Retirement-System-CalSTRS-e82f691ac85307ace1266215aefcc3a3/projectlink/California-State-Teachers-Retirement-System-CalSTRS-in-Climate-Finance-daa966d7c06afcef694078ab0ff8532f
California State Teachers Retirement System (CalSTRS),Organization,contributed to,The Investor Agenda,Organization,,,2022,"Signed on to The Investor Agenda statements, calling on governments to ensure that their climate targets and actions are aligned with the Paris Agreement; also a signatory to the 2022 Investor Agenda Statement, arguing the need for coordination and consistency across global financial regulations to address climate risk.",https://lobbymap.org/company/California-State-Teachers-Retirement-System-CalSTRS-e82f691ac85307ace1266215aefcc3a3/projectlink/California-State-Teachers-Retirement-System-CalSTRS-in-Climate-Finance-daa966d7c06afcef694078ab0ff8532f
